2021-02-08 00:05:30,546:Key.left
2021-02-08 00:05:31,036:Key.left
2021-02-08 00:05:31,066:Key.left
2021-02-08 00:05:31,096:Key.left
2021-02-08 00:05:31,129:Key.left
2021-02-08 00:05:31,526:Key.right
2021-02-08 00:05:31,755:Key.right
2021-02-08 00:05:32,177:Key.right
2021-02-08 00:05:32,770:Key.ctrl_l
2021-02-08 00:05:33,064:Key.shift
2021-02-08 00:05:33,205:Key.left
2021-02-08 00:05:33,804:Key.left
2021-02-08 00:05:34,211:Key.ctrl_l
2021-02-08 00:05:34,399:Key.shift
2021-02-08 00:05:34,499:Key.left
2021-02-08 00:05:35,150:Key.shift
2021-02-08 00:05:35,640:Key.shift
2021-02-08 00:05:35,670:Key.shift
2021-02-08 00:05:35,699:Key.shift
2021-02-08 00:05:35,730:Key.shift
2021-02-08 00:05:35,749:'P'
2021-02-08 00:05:36,155:'u'
2021-02-08 00:05:36,414:'r'
2021-02-08 00:05:37,993:'p'
2021-02-08 00:05:38,181:'o'
2021-02-08 00:05:38,588:'s'
2021-02-08 00:05:38,681:'e'
2021-02-08 00:05:38,975:Key.space
2021-02-08 00:05:39,398:Key.ctrl_l
2021-02-08 00:05:39,591:Key.shift
2021-02-08 00:05:39,707:Key.right
2021-02-08 00:05:41,154:'g'
2021-02-08 00:05:41,737:'a'
2021-02-08 00:05:41,980:'r'
2021-02-08 00:05:42,079:'a'
2021-02-08 00:05:42,646:'n'
2021-02-08 00:05:42,703:'a'
2021-02-08 00:05:42,820:Key.space
2021-02-08 00:05:43,294:Key.backspace
2021-02-08 00:06:03,328:Key.left
2021-02-08 00:06:03,816:Key.left
2021-02-08 00:06:03,845:Key.left
2021-02-08 00:06:03,875:Key.left
2021-02-08 00:06:03,905:Key.left
2021-02-08 00:06:04,095:Key.left
2021-02-08 00:06:04,283:Key.left
2021-02-08 00:06:04,557:Key.ctrl_l
2021-02-08 00:06:04,774:Key.shift
2021-02-08 00:06:04,847:Key.left
2021-02-08 00:06:05,792:'p'
2021-02-08 00:06:07,215:'u'
2021-02-08 00:06:07,316:'r'
2021-02-08 00:06:08,391:'p'
2021-02-08 00:06:08,503:'o'
2021-02-08 00:06:08,773:'s'
2021-02-08 00:06:08,903:'e'
2021-02-08 00:06:09,806:Key.right
2021-02-08 00:06:10,294:Key.right
2021-02-08 00:06:10,324:Key.right
2021-02-08 00:06:10,353:Key.right
2021-02-08 00:06:10,382:Key.right
2021-02-08 00:06:10,413:Key.right
2021-02-08 00:06:10,442:Key.right
2021-02-08 00:06:10,473:Key.right
2021-02-08 00:06:10,503:Key.right
2021-02-08 00:06:10,533:Key.right
2021-02-08 00:06:11,228:Key.space
2021-02-08 00:06:11,749:'k'
2021-02-08 00:06:11,846:'o'
2021-02-08 00:06:12,019:'e'
2021-02-08 00:06:13,041:Key.enter
